ID,Name,Category,Coalition,Lat,Lon
25,Peenemunde,Airdrome,Neutral,,
232,Pferdsfeld,Airdrome,Neutral,,
111,Pinnow,Airdrome,Neutral,,
249,Pottschutthohe,Airdrome,Neutral,,
165,Ramstein,Airdrome,Neutral,,
117,Rinteln,Airdrome,Neutral,,
26,Schonefeld,Airdrome,Neutral,,
160,Schweinfurt,Helipad,Neutral,,
156,Sembach,Airdrome,Neutral,,
162,Spangdahlem,Airdrome,Neutral,,
101,Sperenberg,Airdrome,Neutral,,
27,Stendal,Airdrome,Neutral,,
28,Tegel,Airdrome,Neutral,,
29,Tempelhof,Airdrome,Neutral,,
15,Templin,Airdrome,Neutral,,
30,Tutow,Airdrome,Neutral,,
102,Uelzen,Airdrome,Neutral,,
86,Uetersen,Airdrome,Neutral,,
114,Ummern,Airdrome,Neutral,,
116,Verden-Scharnhorst,Airdrome,Neutral,,
247,Walldorf,Airdrome,Neutral,,
109,Waren Vielist,Airdrome,Neutral,,
31,Werneuchen,Airdrome,Neutral,,
106,Weser Wumme,Airdrome,Neutral,,
170,Wiesbaden,Airdrome,Neutral,,
108,Wismar,Airdrome,Neutral,,
1,Wittstock,Airdrome,Neutral,,
250,Worms,Airdrome,Neutral,,
32,Wunstorf,Airdrome,Neutral,,
4,Zerbst,Airdrome,Neutral,,
158,Zweibrucken,Airdrome,Neutral,,
